date,district,day_of_week,is_holiday,temperature_c,humidity_pct,customer_count,distributed_solar_mw,peak_load_mw,overload_flag
2025-02-17,Thon Buri,5,0,34.6,81,42347,4,190,1
2025-02-18,Bang Kapi,6,0,31.1,72,35441,4.8,190,1
2025-02-18,Bang Khen,6,0,34.9,87,56111,1.9,190,1
2025-02-18,Bang Kho Laem,6,0,35.7,77,42836,6.1,190,1
2025-02-18,Din Daeng,6,0,33.5,71,56010,5,190,1
2025-02-18,Khlong Toei,6,0,37.8,76,49636,5,190,1
2025-02-18,Lat Phrao,6,0,31.6,78,34247,3.3,176,1
2025-02-18,Phaya Thai,6,0,31.9,66,53980,2.3,179.2,1
2025-02-18,Thon Buri,6,0,33.5,59,46480,2.8,187.7,1
2025-02-19,Bang Kapi,0,0,33.8,68,41565,5,190,1
2025-02-19,Bang Khen,0,0,32.8,74,39761,6.3,190,1
2025-02-19,Bang Kho Laem,0,0,34.4,70,48967,6.4,187.3,1
2025-02-19,Din Daeng,0,0,32.4,66,53488,6.4,190,1
2025-02-19,Khlong Toei,0,0,32.8,77,49044,3.8,190,1
2025-02-19,Lat Phrao,0,0,32.4,77,33198,4.8,190,1
2025-02-19,Phaya Thai,0,0,32.8,71,43727,2.2,190,1
2025-02-19,Thon Buri,0,0,37.3,70,43363,4.6,190,1
2025-02-20,Bang Kapi,1,0,35.1,62,38741,5.1,190,1
2025-02-20,Bang Khen,1,0,33.4,69,45528,7.8,190,1
2025-02-20,Bang Kho Laem,1,0,37.2,55,25364,5.4,189.9,1
2025-02-20,Din Daeng,1,0,33.4,77,51373,3.7,190,1
2025-02-20,Khlong Toei,1,0,32,61,53383,2.2,190,1
2025-02-20,Lat Phrao,1,0,31.2,60,34660,5.5,182.2,1
2025-02-20,Phaya Thai,1,0,34.6,70,50895,4.8,190,1
2025-02-20,Thon Buri,1,0,32.5,83,42158,5.7,190,1
2025-02-21,Bang Kapi,2,0,33.7,75,46131,3.2,190,1
2025-02-21,Bang Khen,2,0,31.7,66,55530,5.7,186.7,1
2025-02-21,Bang Kho Laem,2,0,34.2,82,44563,6,190,1
2025-02-21,Din Daeng,2,0,35.8,65,58580,5,190,1
2025-02-21,Khlong Toei,2,0,32.4,66,52242,4.3,190,1
2025-02-21,Lat Phrao,2,0,34.1,64,39402,3.5,190,1
2025-02-21,Phaya Thai,2,0,33.2,67,44773,2.8,190,1
2025-02-21,Thon Buri,2,0,34.3,87,38398,1.4,190,1
2025-02-22,Bang Kapi,3,0,33.1,68,53701,3.9,190,1
2025-02-22,Bang Khen,3,0,34.6,80,28507,4.7,190,1
2025-02-22,Bang Kho Laem,3,0,36.4,60,36857,5.1,190,1
2025-02-22,Din Daeng,3,0,35.2,78,46543,2.9,190,1
2025-02-22,Khlong Toei,3,0,34.9,83,52165,3.6,190,1
2025-02-22,Lat Phrao,3,0,31.2,60,40242,6,185.2,1
2025-02-22,Phaya Thai,3,0,33.8,76,45697,3.3,190,1
2025-02-22,Thon Buri,3,0,34,74,39206,2.2,178.2,1
2025-02-23,Bang Kapi,4,0,34.3,65,60805,4.2,190,1
2025-02-23,Bang Khen,4,0,34.7,66,45399,5.1,190,1
2025-02-23,Bang Kho Laem,4,0,33.7,63,35625,5.9,190,1
2025-02-23,Din Daeng,4,0,33,75,40698,4.7,190,1
2025-02-23,Khlong Toei,4,0,33.4,74,48745,3.7,190,1
2025-02-23,Lat Phrao,4,0,33.4,64,30274,5.7,190,1
2025-02-23,Phaya Thai,4,0,28.9,72,47738,4.3,189.9,1
2025-02-23,Thon Buri,4,0,32.6,85,36109,7.7,172.9,1
2025-02-24,Bang Kapi,5,0,35.1,62,43469,3.9,190,1
2025-02-24,Bang Khen,5,0,33,72,44660,4,190,1
2025-02-24,Bang Kho Laem,5,0,31.6,57,35885,4.5,180.2,1
2025-02-24,Din Daeng,5,0,36.9,69,55781,5.6,190,1
2025-02-24,Khlong Toei,5,0,32.4,73,50819,6.7,190,1
2025-02-24,Lat Phrao,5,0,30.1,71,45953,3.9,188.8,1
2025-02-24,Phaya Thai,5,0,35.2,70,40619,2.4,190,1
2025-02-24,Thon Buri,5,0,31.1,77,45270,3.9,180.2,1
2025-02-25,Bang Kapi,6,1,33.5,78,46159,5.9,190,1
2025-02-25,Bang Khen,6,1,36.2,68,35612,4.5,180.4,1
2025-02-25,Bang Kho Laem,6,1,35.3,69,41992,5.3,172.9,1
2025-02-25,Din Daeng,6,1,31.3,64,54666,3.1,177.6,1
2025-02-25,Khlong Toei,6,1,31.8,75,56457,5.5,181,1
2025-02-25,Lat Phrao,6,1,35.8,91,30487,2.5,190,1
2025-02-25,Phaya Thai,6,1,35.2,65,54960,6,186.8,1
2025-02-25,Thon Buri,6,1,32.5,71,30584,2.4,167.2,1
2025-02-26,Bang Kapi,0,0,35.4,74,39487,6.2,190,1
2025-02-26,Bang Khen,0,0,37.8,81,40258,5,190,1
2025-02-26,Bang Kho Laem,0,0,31.1,73,33758,5.4,190,1
2025-02-26,Din Daeng,0,0,34.5,69,39256,2.3,190,1
2025-02-26,Khlong Toei,0,0,32,74,54750,4.1,190,1
2025-02-26,Lat Phrao,0,0,28.3,79,37757,6.9,184.3,1
2025-02-26,Phaya Thai,0,0,32.6,66,50389,5.8,190,1
2025-02-26,Thon Buri,0,0,33.8,63,53078,6,190,1
2025-02-27,Bang Kapi,1,0,34.2,69,48407,6,190,1
2025-02-27,Bang Khen,1,0,34,82,48246,4.1,190,1
2025-02-27,Bang Kho Laem,1,0,33.1,61,41134,4.1,190,1
2025-02-27,Din Daeng,1,0,33.9,75,51787,6.1,190,1
2025-02-27,Khlong Toei,1,0,35,82,50848,4.2,190,1
2025-02-27,Lat Phrao,1,0,32.2,69,36929,2.9,189.1,1
2025-02-27,Phaya Thai,1,0,36.2,86,50434,4.3,190,1
2025-02-27,Thon Buri,1,0,31.1,76,32186,2.5,190,1
2025-02-28,Bang Kapi,2,0,36.1,75,29351,5.7,190,1
2025-02-28,Bang Khen,2,0,36.7,64,58892,3.7,190,1
2025-02-28,Bang Kho Laem,2,0,34.8,67,34939,4.1,190,1
2025-02-28,Din Daeng,2,0,34.7,80,40380,5.2,190,1
2025-02-28,Khlong Toei,2,0,34.1,78,44167,4,190,1
2025-02-28,Lat Phrao,2,0,33.3,69,48433,6.2,190,1
2025-02-28,Phaya Thai,2,0,31.5,74,56415,4.9,190,1
2025-02-28,Thon Buri,2,0,34.6,80,57108,5.4,190,1
2025-03-01,Bang Kapi,3,0,34.7,67,50235,3,190,1
2025-03-01,Bang Khen,3,0,37,83,52007,7.3,190,1
2025-03-01,Bang Kho Laem,3,0,32.4,69,42396,3.9,186.9,1
2025-03-01,Din Daeng,3,0,33.7,70,49519,3.1,190,1
2025-03-01,Khlong Toei,3,0,34.4,62,49964,2.7,190,1
2025-03-01,Lat Phrao,3,0,33,78,37844,4.5,190,1
2025-03-01,Phaya Thai,3,0,32.2,62,44934,4.2,190,1
2025-03-01,Thon Buri,3,0,34.7,84,22000,4.6,190,1
2025-03-02,Bang Kapi,4,0,37.3,80,31959,3.7,190,1
2025-03-02,Bang Khen,4,0,32.6,76,43419,6.6,185.8,1
2025-03-02,Bang Kho Laem,4,0,32.5,68,47233,5.2,183.1,1
2025-03-02,Din Daeng,4,0,33.1,73,70498,4,190,1
2025-03-02,Khlong Toei,4,0,29.7,68,52642,1.9,184.2,1
2025-03-02,Lat Phrao,4,0,30.1,73,51833,2.1,190,1
2025-03-02,Phaya Thai,4,0,33.8,71,39516,4.6,190,1
2025-03-02,Thon Buri,4,0,36.9,70,39789,4.7,190,1
2025-03-03,Bang Kapi,5,0,34.2,69,52598,4.3,190,1
2025-03-03,Bang Khen,5,0,32.4,68,35607,4.2,176.6,1
2025-03-03,Bang Kho Laem,5,0,35.7,71,47635,4.5,190,1
2025-03-03,Din Daeng,5,0,40,63,50572,1.1,190,1
2025-03-03,Khlong Toei,5,0,35.7,64,61343,3.4,190,1
2025-03-03,Lat Phrao,5,0,33.1,75,33464,4.1,170.6,1
2025-03-03,Phaya Thai,5,0,30.9,73,46138,4.2,190,1
2025-03-03,Thon Buri,5,0,34.2,73,31139,6.3,188.3,1
2025-03-04,Bang Kapi,6,0,34.2,68,57607,5,190,1
2025-03-04,Bang Khen,6,0,35.7,83,32465,6.1,187.9,1
2025-03-04,Bang Kho Laem,6,0,37.8,64,40641,5.7,190,1
2025-03-04,Din Daeng,6,0,29.2,73,38704,4.5,190,1
2025-03-04,Khlong Toei,6,0,35.4,74,40854,5,190,1
2025-03-04,Lat Phrao,6,0,34.2,84,45250,3.5,190,1
2025-03-04,Phaya Thai,6,0,37.4,72,53108,3.7,190,1
2025-03-04,Thon Buri,6,0,33.2,71,41767,1.3,190,1
2025-03-05,Bang Kapi,0,0,32.5,66,41974,5.6,190,1
2025-03-05,Bang Khen,0,0,29.4,79,37099,5.8,185.9,1
2025-03-05,Bang Kho Laem,0,0,35.8,62,49510,4.6,190,1
2025-03-05,Din Daeng,0,0,36.5,68,43953,6.6,190,1
2025-03-05,Khlong Toei,0,0,32.7,60,44664,5.2,190,1
2025-03-05,Lat Phrao,0,0,35.6,56,50316,2.9,190,1
2025-03-05,Phaya Thai,0,0,37.1,63,53908,4.2,190,1
2025-03-05,Thon Buri,0,0,36.4,64,31884,4.6,190,1
2025-03-06,Bang Kapi,1,0,37.9,79,42872,5.7,190,1
2025-03-06,Bang Khen,1,0,33.1,79,56041,4.5,190,1
2025-03-06,Bang Kho Laem,1,0,36,71,42954,5.8,190,1
2025-03-06,Din Daeng,1,0,32.8,76,62139,1.5,190,1
2025-03-06,Khlong Toei,1,0,34.9,84,54908,5.8,190,1
2025-03-06,Lat Phrao,1,0,31.7,71,38972,5.4,190,1
2025-03-06,Phaya Thai,1,0,33.4,71,54526,6.6,190,1
2025-03-06,Thon Buri,1,0,32.5,62,42501,5,174.9,1
2025-03-07,Bang Kapi,2,0,36.3,70,52015,3.5,190,1
2025-03-07,Bang Khen,2,0,32.1,69,36199,3.2,190,1
2025-03-07,Bang Kho Laem,2,0,37.3,72,58761,6,190,1
2025-03-07,Din Daeng,2,0,33.9,72,46698,6,190,1
2025-03-07,Khlong Toei,2,0,35.4,79,42581,5.6,190,1
2025-03-07,Lat Phrao,2,0,32.7,66,28939,6.6,184.8,1
2025-03-07,Phaya Thai,2,0,32.2,78,46430,2.5,190,1
2025-03-07,Thon Buri,2,0,35.3,77,35967,3.8,190,1
2025-03-08,Bang Kapi,3,0,34.1,62,42961,3.8,190,1
2025-03-08,Bang Khen,3,0,36.8,70,23749,4.9,190,1
2025-03-08,Bang Kho Laem,3,0,33.9,71,34774,4,187.1,1
2025-03-08,Din Daeng,3,0,37.5,89,35594,6,190,1
2025-03-08,Khlong Toei,3,0,36.2,91,58569,3,190,1
2025-03-08,Lat Phrao,3,0,34.9,70,35090,4.9,190,1
2025-03-08,Phaya Thai,3,0,34.9,78,40287,4,190,1
2025-03-08,Thon Buri,3,0,32.2,79,42345,4.9,177.2,1
2025-03-09,Bang Kapi,4,0,32.8,80,42892,4.2,190,1
2025-03-09,Bang Khen,4,0,32.9,66,38184,4.4,190,1
2025-03-09,Bang Kho Laem,4,0,35.1,62,42063,4.6,190,1
2025-03-09,Din Daeng,4,0,35.2,70,43906,4.7,190,1
2025-03-09,Khlong Toei,4,0,35.2,69,56729,2.7,190,1
2025-03-09,Lat Phrao,4,0,31.3,94,43109,3.4,190,1
2025-03-09,Phaya Thai,4,0,33.8,80,43028,5.5,190,1
2025-03-09,Thon Buri,4,0,30.1,95,24778,5.2,188.2,1
2025-03-10,Bang Kapi,5,0,33.7,78,38856,3.8,190,1
2025-03-10,Bang Khen,5,0,32.4,95,24619,5,186,1
2025-03-10,Bang Kho Laem,5,0,33.9,77,37624,4.3,190,1
2025-03-10,Din Daeng,5,0,34,76,51418,4,190,1
2025-03-10,Khlong Toei,5,0,36.4,74,52361,4,190,1
2025-03-10,Lat Phrao,5,0,34.2,88,36902,6.5,190,1
2025-03-10,Phaya Thai,5,0,31.9,73,39911,4.5,190,1
2025-03-10,Thon Buri,5,0,32,78,40759,3.7,183.7,1
2025-03-11,Bang Kapi,6,0,33.6,87,29944,6,190,1
2025-03-11,Bang Khen,6,0,31.3,68,33801,4.5,180.6,1
2025-03-11,Bang Kho Laem,6,0,33.9,46,49384,3.2,171.3,1
2025-03-11,Din Daeng,6,0,36.6,57,44723,3.5,190,1
2025-03-11,Khlong Toei,6,0,31.7,58,56607,4.9,189.9,1
2025-03-11,Lat Phrao,6,0,31.8,81,60422,7.5,179.3,1
2025-03-11,Phaya Thai,6,0,33.1,64,51651,4.7,190,1
2025-03-11,Thon Buri,6,0,34.4,77,45666,3.2,190,1
2025-03-12,Bang Kapi,0,0,31.7,82,41624,5.8,190,1
2025-03-12,Bang Khen,0,0,35.6,70,37816,6,190,1
2025-03-12,Bang Kho Laem,0,0,36,74,34719,3.7,190,1
2025-03-12,Din Daeng,0,0,36.7,81,37650,5.5,190,1
2025-03-12,Khlong Toei,0,0,34.5,74,54581,2.5,190,1
2025-03-12,Lat Phrao,0,0,32.8,71,23647,5.1,190,1
2025-03-12,Phaya Thai,0,0,31,72,51070,4.8,190,1
2025-03-12,Thon Buri,0,0,33.2,68,47218,3.7,185,1
2025-03-13,Bang Kapi,1,0,37.8,76,51829,4.6,190,1
2025-03-13,Bang Khen,1,0,35,82,50426,2.2,190,1
2025-03-13,Bang Kho Laem,1,0,32.4,68,35475,3.4,179.2,1
2025-03-13,Din Daeng,1,0,32.1,83,43415,5.5,190,1
2025-03-13,Khlong Toei,1,0,35,61,50205,2.1,190,1
2025-03-13,Lat Phrao,1,0,35.5,79,50449,6.2,190,1
2025-03-13,Phaya Thai,1,0,37.3,68,52736,3.8,190,1
2025-03-13,Thon Buri,1,0,37.5,70,40178,5.1,190,1
2025-03-14,Bang Kapi,2,0,38.1,78,45474,4.9,190,1
2025-03-14,Bang Khen,2,0,32.8,69,45899,4,190,1
2025-03-14,Bang Kho Laem,2,0,37.8,68,50771,5.2,190,1
2025-03-14,Din Daeng,2,0,36.1,77,54681,1.8,190,1
2025-03-14,Khlong Toei,2,0,37.5,90,42452,4.4,190,1
2025-03-14,Lat Phrao,2,0,37.3,79,37232,5.1,190,1
2025-03-14,Phaya Thai,2,0,38.1,74,50831,2.6,190,1
2025-03-14,Thon Buri,2,0,31,68,34355,3.7,169.3,1
2025-03-15,Bang Kapi,3,1,33.9,69,38057,5.4,190,1
2025-03-15,Bang Khen,3,1,33.7,72,45700,5,176.6,1
2025-03-15,Bang Kho Laem,3,1,33.4,82,34859,6.4,190,1
2025-03-15,Din Daeng,3,1,36.4,71,55492,1,190,1
2025-03-15,Khlong Toei,3,1,29.5,73,46670,2.2,188.3,1
2025-03-15,Lat Phrao,3,1,35,67,36282,3.6,190,1
2025-03-15,Phaya Thai,3,1,34.7,80,40459,5.1,190,1
2025-03-15,Thon Buri,3,1,35.7,80,34382,6.4,190,1
2025-03-16,Bang Kapi,4,0,36.2,82,45860,2.3,190,1
2025-03-16,Bang Khen,4,0,34.5,72,35824,3.2,190,1
2025-03-16,Bang Kho Laem,4,0,34.3,68,54843,5.9,190,1
2025-03-16,Din Daeng,4,0,33.2,77,52395,4.7,190,1
2025-03-16,Khlong Toei,4,0,33.9,66,45579,4.9,190,1
2025-03-16,Lat Phrao,4,0,33.8,83,62927,3.3,190,1
2025-03-16,Phaya Thai,4,0,30.9,77,35007,3.8,190,1
2025-03-16,Thon Buri,4,0,33.2,85,33939,4.2,185.6,1
2025-03-17,Bang Kapi,5,0,35,81,44550,1.9,190,1
2025-03-17,Bang Khen,5,0,32.3,68,48642,6,186.1,1
2025-03-17,Bang Kho Laem,5,0,35,81,30815,5,190,1
2025-03-17,Din Daeng,5,0,35.3,80,48121,3.7,190,1
2025-03-17,Khlong Toei,5,0,34.7,86,45822,4.5,190,1
2025-03-17,Lat Phrao,5,0,32.9,80,40604,3.6,190,1
2025-03-17,Phaya Thai,5,0,30.1,83,46757,4,190,1
2025-03-17,Thon Buri,5,0,32.5,63,35835,5.1,178,1
2025-03-18,Bang Kapi,6,0,36.1,76,45867,6,190,1
2025-03-18,Bang Khen,6,0,34.3,66,49862,4.8,186.8,1
2025-03-18,Bang Kho Laem,6,0,34.8,63,41971,6.3,171.3,1
2025-03-18,Din Daeng,6,0,35.2,80,43591,3.8,190,1
2025-03-18,Khlong Toei,6,0,34.5,77,54317,6.7,190,1
2025-03-18,Lat Phrao,6,0,33.3,66,33585,3.7,190,1
2025-03-18,Phaya Thai,6,0,32.8,79,42860,2.6,190,1
2025-03-18,Thon Buri,6,0,37.1,80,31259,7.3,190,1
2025-03-19,Bang Kapi,0,0,30.7,68,43722,3.9,181,1
2025-03-19,Bang Khen,0,0,37.8,80,47857,3.5,190,1
2025-03-19,Bang Kho Laem,0,0,35.6,79,31239,3.1,190,1
2025-03-19,Din Daeng,0,0,33.6,67,40552,5,190,1
2025-03-19,Khlong Toei,0,0,34.3,85,53004,4.1,190,1
2025-03-19,Lat Phrao,0,0,35.5,63,38522,5.4,190,1
2025-03-19,Phaya Thai,0,0,33.7,57,38147,2.2,190,1
2025-03-19,Thon Buri,0,0,33.7,88,31272,6.5,178,1
2025-03-20,Bang Kapi,1,0,37.9,68,40035,5,190,1
2025-03-20,Bang Khen,1,0,34.4,70,50858,6.6,190,1
2025-03-20,Bang Kho Laem,1,0,34.2,87,32667,7.8,190,1
2025-03-20,Din Daeng,1,0,34.7,72,49420,3.9,190,1
2025-03-20,Khlong Toei,1,0,33.8,84,45095,3.1,190,1
2025-03-20,Lat Phrao,1,0,32.7,78,49799,3,190,1
2025-03-20,Phaya Thai,1,0,29.8,73,44296,5,190,1
2025-03-20,Thon Buri,1,0,30.4,78,36496,5.6,189.4,1
2025-03-21,Bang Kapi,2,0,36,76,39801,3.4,190,1
2025-03-21,Bang Khen,2,0,34.7,84,36774,5.9,190,1
2025-03-21,Bang Kho Laem,2,0,35.5,81,51857,4.7,190,1
2025-03-21,Din Daeng,2,0,30.8,79,51411,4.1,190,1
2025-03-21,Khlong Toei,2,0,39.1,72,54496,3.9,190,1
2025-03-21,Lat Phrao,2,0,31.7,59,50257,4.8,190,1
2025-03-21,Phaya Thai,2,0,31.8,89,57595,3.6,190,1
2025-03-21,Thon Buri,2,0,35.6,62,42574,4.5,190,1
2025-03-22,Bang Kapi,3,0,30.7,77,51589,5.9,190,1
2025-03-22,Bang Khen,3,0,34.8,82,44168,4.6,190,1
2025-03-22,Bang Kho Laem,3,0,31.5,83,38760,4.9,190,1
2025-03-22,Din Daeng,3,0,34.9,64,38510,4.4,190,1
2025-03-22,Khlong Toei,3,0,33.1,67,52964,4.8,190,1
2025-03-22,Lat Phrao,3,0,36.1,74,46200,5.5,190,1
2025-03-22,Phaya Thai,3,0,35,80,55255,3.9,190,1
2025-03-22,Thon Buri,3,0,36.2,74,37557,4.2,190,1
2025-03-23,Bang Kapi,4,0,32.8,76,27684,2.5,190,1
2025-03-23,Bang Khen,4,0,33.5,75,36760,4.7,190,1
2025-03-23,Bang Kho Laem,4,0,35.8,77,39659,3.4,190,1
2025-03-23,Din Daeng,4,0,31.6,91,54517,4.4,190,1
2025-03-23,Khlong Toei,4,0,34.4,74,44529,2.8,190,1
2025-03-23,Lat Phrao,4,0,36.6,74,45349,4.9,190,1
2025-03-23,Phaya Thai,4,0,35.7,74,38619,7.2,190,1
2025-03-23,Thon Buri,4,0,34.3,73,26476,4.8,190,1
2025-03-24,Bang Kapi,5,0,35.8,66,47481,6.2,190,1
2025-03-24,Bang Khen,5,0,33.5,72,42709,6.6,190,1
2025-03-24,Bang Kho Laem,5,0,34.2,78,41068,4.3,190,1
2025-03-24,Din Daeng,5,0,33.4,79,52309,3.3,187.2,1
2025-03-24,Khlong Toei,5,0,36.2,77,52568,4.6,190,1
2025-03-24,Lat Phrao,5,0,30,87,49173,5.7,182,1
2025-03-24,Phaya Thai,5,0,35.6,72,37624,3.6,190,1
2025-03-24,Thon Buri,5,0,34.1,82,37454,5.7,181,1
2025-03-25,Bang Kapi,6,0,33.1,72,51914,4,190,1
2025-03-25,Bang Khen,6,0,36.3,70,43924,5.6,190,1
2025-03-25,Bang Kho Laem,6,0,34.4,75,41048,4.3,180,1
2025-03-25,Din Daeng,6,0,37.2,63,50653,6.5,190,1
2025-03-25,Khlong Toei,6,0,34.1,78,52870,3.3,189.9,1
2025-03-25,Lat Phrao,6,0,32.7,84,35385,3.5,190,1
2025-03-25,Phaya Thai,6,0,34.5,89,46945,3.3,190,1
2025-03-25,Thon Buri,6,0,35,68,35983,5.6,190,1
2025-03-26,Bang Kapi,0,0,36,71,41896,5.4,190,1
2025-03-26,Bang Khen,0,0,30.4,81,42935,4.8,184.6,1
2025-03-26,Bang Kho Laem,0,0,36.8,87,48795,3,190,1
2025-03-26,Din Daeng,0,0,37.9,65,47291,2.7,190,1
2025-03-26,Khlong Toei,0,0,38.3,74,47656,5.2,190,1
2025-03-26,Lat Phrao,0,0,35.3,70,44920,4.9,190,1
2025-03-26,Phaya Thai,0,0,36.5,77,50583,5.2,190,1
2025-03-26,Thon Buri,0,0,32.5,64,36405,5.4,190,1
2025-03-27,Bang Kapi,1,0,36.3,69,57761,6.3,190,1
2025-03-27,Bang Khen,1,0,32.8,72,46955,4.8,187.4,1
2025-03-27,Bang Kho Laem,1,0,36.4,72,39443,4.9,190,1
2025-03-27,Din Daeng,1,0,30.9,66,50373,5.5,190,1
2025-03-27,Khlong Toei,1,0,35.2,66,41790,1.4,190,1
2025-03-27,Lat Phrao,1,0,34.7,79,41670,3.6,190,1
2025-03-27,Phaya Thai,1,0,32.6,75,36980,4.4,190,1
2025-03-27,Thon Buri,1,0,32,77,48639,5.8,190,1
2025-03-28,Bang Kapi,2,0,37.2,57,53345,4.2,190,1
2025-03-28,Bang Khen,2,0,33.7,66,47626,3.9,186.1,1
2025-03-28,Bang Kho Laem,2,0,37.8,75,56166,5.5,190,1
2025-03-28,Din Daeng,2,0,33,81,44947,2.6,190,1
2025-03-28,Khlong Toei,2,0,37.3,74,47883,2.6,190,1
2025-03-28,Lat Phrao,2,0,33.4,88,27393,3.2,190,1
2025-03-28,Phaya Thai,2,0,33.9,67,51710,7.3,190,1
2025-03-28,Thon Buri,2,0,34.7,76,53767,4.9,190,1
2025-03-29,Bang Kapi,3,0,34.3,79,45813,2.3,190,1
2025-03-29,Bang Khen,3,0,37.5,62,44590,6.8,190,1
2025-03-29,Bang Kho Laem,3,0,34.3,70,40220,3.7,188.7,1
2025-03-29,Din Daeng,3,0,35.5,74,36405,2.6,190,1
2025-03-29,Khlong Toei,3,0,35.8,69,38329,3.7,190,1
2025-03-29,Lat Phrao,3,0,32.3,67,44155,3.7,188.7,1
2025-03-29,Phaya Thai,3,0,40,59,54255,2.7,190,1
2025-03-29,Thon Buri,3,0,33.5,65,48267,6.4,174.8,1
2025-03-30,Bang Kapi,4,0,35.7,81,48644,4.1,190,1
2025-03-30,Bang Khen,4,0,35.5,86,44284,9.1,190,1
2025-03-30,Bang Kho Laem,4,0,35.3,64,47529,4.8,190,1
2025-03-30,Din Daeng,4,0,33.8,76,46856,2.5,190,1
2025-03-30,Khlong Toei,4,0,36.3,76,41276,5.5,190,1
2025-03-30,Lat Phrao,4,0,33.4,75,35950,5,190,1
2025-03-30,Phaya Thai,4,0,35.8,94,37861,3.3,190,1
2025-03-30,Thon Buri,4,0,36.1,86,46124,3,190,1
2025-03-31,Bang Kapi,5,0,34.9,67,46594,2.9,190,1
2025-03-31,Bang Khen,5,0,40,67,43308,4.2,190,1
2025-03-31,Bang Kho Laem,5,0,36.3,70,37708,4.8,190,1
2025-03-31,Din Daeng,5,0,36.1,82,48332,6.6,190,1
2025-03-31,Khlong Toei,5,0,32.2,78,41080,3.4,180.3,1
2025-03-31,Lat Phrao,5,0,35.3,80,40353,4.3,190,1
2025-03-31,Phaya Thai,5,0,30.9,71,48589,3.7,189.4,1
2025-03-31,Thon Buri,5,0,31.4,90,34565,5.5,177,1
2025-04-01,Bang Kapi,6,0,30.9,75,42357,5.4,183,1
2025-04-01,Bang Khen,6,0,33.4,81,43338,3.6,190,1
2025-04-01,Bang Kho Laem,6,0,35.1,71,44136,5.2,190,1
2025-04-01,Din Daeng,6,0,31.2,84,39172,5.1,190,1
2025-04-01,Khlong Toei,6,0,32,79,46076,6.8,190,1
2025-04-01,Lat Phrao,6,0,34.9,64,46170,4,183.2,1
2025-04-01,Phaya Thai,6,0,33,65,37113,6.5,190,1
2025-04-01,Thon Buri,6,0,34.5,69,40710,5.7,170.6,1
2025-04-02,Bang Kapi,0,0,34.5,73,48109,4.9,190,1
2025-04-02,Bang Khen,0,0,31.2,83,43192,3.3,190,1
2025-04-02,Bang Kho Laem,0,0,34.9,68,41354,6.4,186.6,1
2025-04-02,Din Daeng,0,0,38.8,63,42736,3.8,190,1
2025-04-02,Khlong Toei,0,0,35.9,80,49323,4.3,190,1
2025-04-02,Lat Phrao,0,0,38,65,28783,5.4,190,1
2025-04-02,Phaya Thai,0,0,33.2,61,49310,7.4,190,1
2025-04-02,Thon Buri,0,0,31.8,67,42650,4.7,185.7,1
2025-04-03,Bang Kapi,1,0,32.1,67,42068,6.8,190,1
2025-04-03,Bang Khen,1,0,37.6,76,42701,3.7,190,1
2025-04-03,Bang Kho Laem,1,0,34.6,76,42024,6.9,190,1
2025-04-03,Din Daeng,1,0,33.7,75,54724,4.5,186.5,1
2025-04-03,Khlong Toei,1,0,33.8,82,41278,4,190,1
2025-04-03,Lat Phrao,1,0,34.3,70,55766,5.6,190,1
2025-04-03,Phaya Thai,1,0,32.6,72,36204,2.9,187,1
2025-04-03,Thon Buri,1,0,33.8,63,40280,5.4,187.2,1
2025-04-04,Bang Kapi,2,0,35.2,81,47424,3.2,190,1
2025-04-04,Bang Khen,2,0,37.8,70,37569,5.3,190,1
2025-04-04,Bang Kho Laem,2,0,34.8,59,51654,5.5,190,1
2025-04-04,Din Daeng,2,0,31.1,71,49567,4.9,190,1
2025-04-04,Khlong Toei,2,0,35.5,79,46460,2.6,190,1
2025-04-04,Lat Phrao,2,0,32.8,72,40015,3.7,190,1
2025-04-04,Phaya Thai,2,0,39,76,33770,4.3,190,1
2025-04-04,Thon Buri,2,0,34.7,71,27322,6.3,190,1
2025-04-05,Bang Kapi,3,0,34.2,81,48370,5.3,190,1
2025-04-05,Bang Khen,3,0,35.2,76,42107,3.7,190,1
2025-04-05,Bang Kho Laem,3,0,33.5,63,48750,4.4,188.1,1
2025-04-05,Din Daeng,3,0,33.5,72,37850,5,190,1
2025-04-05,Khlong Toei,3,0,34.1,82,55034,5.2,190,1
2025-04-05,Lat Phrao,3,0,32.9,83,45558,4.8,190,1
2025-04-05,Phaya Thai,3,0,38.7,84,56901,2.7,190,1
2025-04-05,Thon Buri,3,0,34.5,78,43082,4.5,190,1
2025-04-06,Bang Kapi,4,0,32.2,78,42536,4.1,190,1
2025-04-06,Bang Khen,4,0,36.4,71,41443,7,190,1
2025-04-06,Bang Kho Laem,4,0,28.8,78,30830,5.4,190,1
2025-04-06,Din Daeng,4,0,31.7,73,50371,4.9,190,1
2025-04-06,Khlong Toei,4,0,35.6,75,49620,2.3,190,1
2025-04-06,Lat Phrao,4,0,36.3,67,34638,6.6,190,1
2025-04-06,Phaya Thai,4,0,32.9,69,55064,5.8,190,1
2025-04-06,Thon Buri,4,0,35.7,58,33790,4.6,190,1
2025-04-07,Bang Kapi,5,0,35.7,83,41418,3.2,190,1
2025-04-07,Bang Khen,5,0,36.9,94,50339,3.6,190,1
2025-04-07,Bang Kho Laem,5,0,37.1,91,38231,4.2,186.1,1
2025-04-07,Din Daeng,5,0,33.1,65,53788,2.7,187.4,1
