event_id,service_area_id,district,action_id,action_name,action_group,event_date,prior_complaint_rate,prior_peak_ratio,accepted_flag,satisfaction_rating
EV000247,SA02001,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-03-05,3.1,1.19,0,
EV000248,SA02001,Bang Khen,A005,Billing explanation callback,Billing Service,2025-01-21,3.1,1.19,0,
EV000249,SA02002,Bang Khen,A001,Send peak alert,Demand Response,2025-02-25,1.1,1.76,0,
EV000250,SA02003,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-04-01,3.3,1.17,0,4
EV000251,SA02003,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-02-11,3.3,1.17,1,
EV000252,SA02003,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-01-22,3.3,1.17,0,
EV000253,SA02004,Bang Khen,A003,Offer smart meter education,Customer Service,2025-05-04,2.4,1.05,0,
EV000254,SA02005,Bang Khen,A001,Send peak alert,Demand Response,2025-05-13,6.2,1.42,0,4
EV000255,SA02005,Bang Khen,A001,Send peak alert,Demand Response,2025-01-24,6.2,1.42,1,
EV000256,SA02005,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-02-17,6.2,1.42,0,
EV000257,SA02005,Bang Khen,A001,Send peak alert,Demand Response,2025-04-14,6.2,1.42,0,
EV000258,SA02005,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-03-19,6.2,1.42,1,
EV000259,SA02005,Bang Khen,A005,Billing explanation callback,Billing Service,2025-02-23,6.2,1.42,1,
EV000260,SA02006,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-02-17,3,1.16,0,
EV000261,SA02006,Bang Khen,A005,Billing explanation callback,Billing Service,2025-04-01,3,1.16,1,
EV000262,SA02006,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-01-19,3,1.16,0,
EV000263,SA02006,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-04-29,3,1.16,0,
EV000264,SA02006,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-03-01,3,1.16,0,
EV000265,SA02006,Bang Khen,A001,Send peak alert,Demand Response,2025-04-05,3,1.16,0,4
EV000266,SA02007,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-01-03,0.3,1.49,0,
EV000267,SA02008,Bang Khen,A003,Offer smart meter education,Customer Service,2025-06-03,1.6,1.5,0,
EV000268,SA02008,Bang Khen,A001,Send peak alert,Demand Response,2025-03-22,1.6,1.5,1,
EV000269,SA02008,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-03-04,1.6,1.5,0,
EV000270,SA02008,Bang Khen,A003,Offer smart meter education,Customer Service,2025-05-25,1.6,1.5,0,
EV000271,SA02008,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-01-11,1.6,1.5,0,
EV000272,SA02008,Bang Khen,A003,Offer smart meter education,Customer Service,2025-03-27,1.6,1.5,0,4
EV000273,SA02009,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-04-25,2.1,1.35,0,4
EV000274,SA02009,Bang Khen,A003,Offer smart meter education,Customer Service,2025-03-05,2.1,1.35,0,4
EV000275,SA02009,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-05-11,2.1,1.35,0,
EV000276,SA02009,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-04-15,2.1,1.35,1,
EV000277,SA02009,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-01-04,2.1,1.35,0,
EV000278,SA02010,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-04-18,2.7,1.99,1,
EV000279,SA02011,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-06-01,2,1.6,0,
EV000280,SA02012,Bang Khen,A003,Offer smart meter education,Customer Service,2025-04-13,3.4,1.33,0,
EV000281,SA02012,Bang Khen,A001,Send peak alert,Demand Response,2025-01-10,3.4,1.33,0,
EV000282,SA02012,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-02-17,3.4,1.33,0,5
EV000283,SA02012,Bang Khen,A005,Billing explanation callback,Billing Service,2025-04-05,3.4,1.33,1,
EV000284,SA02012,Bang Khen,A001,Send peak alert,Demand Response,2025-03-31,3.4,1.33,0,
EV000285,SA02013,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-04-19,4.1,1.35,1,
EV000286,SA02013,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-05-04,4.1,1.35,0,
EV000287,SA02013,Bang Khen,A003,Offer smart meter education,Customer Service,2025-03-31,4.1,1.35,0,
EV000288,SA02013,Bang Khen,A003,Offer smart meter education,Customer Service,2025-04-13,4.1,1.35,0,4
EV000289,SA02014,Bang Khen,A005,Billing explanation callback,Billing Service,2025-02-15,2.3,1.86,0,3
EV000290,SA02014,Bang Khen,A005,Billing explanation callback,Billing Service,2025-05-15,2.3,1.86,1,
EV000291,SA02015,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-06-02,3.5,1.4,0,
EV000292,SA02015,Bang Khen,A003,Offer smart meter education,Customer Service,2025-01-26,3.5,1.4,0,
EV000293,SA02015,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-05-03,3.5,1.4,0,
EV000294,SA02016,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-05-08,1.5,1.18,0,
EV000295,SA02017,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-01-13,3.7,1.73,0,
EV000296,SA02017,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-03-31,3.7,1.73,0,4
EV000297,SA02017,Bang Khen,A003,Offer smart meter education,Customer Service,2025-02-18,3.7,1.73,0,
EV000298,SA02017,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-06-05,3.7,1.73,1,
EV000299,SA02017,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-02-14,3.7,1.73,1,
EV000300,SA02017,Bang Khen,A005,Billing explanation callback,Billing Service,2025-04-03,3.7,1.73,0,4
EV000301,SA02017,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-06-01,3.7,1.73,0,4
EV000302,SA02017,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-01-28,3.7,1.73,0,
EV000303,SA02017,Bang Khen,A005,Billing explanation callback,Billing Service,2025-05-12,3.7,1.73,1,
EV000304,SA02018,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-05-26,3.9,1.27,1,
EV000305,SA02019,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-03-07,3.6,1.28,0,
EV000306,SA02019,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-03-05,3.6,1.28,0,
EV000307,SA02019,Bang Khen,A005,Billing explanation callback,Billing Service,2025-04-27,3.6,1.28,0,
EV000308,SA02019,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-02-01,3.6,1.28,0,3
EV000309,SA02019,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-03-26,3.6,1.28,0,5
EV000310,SA02020,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-03-24,1.6,1.48,0,
EV000311,SA02020,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-05-05,1.6,1.48,0,
EV000312,SA02020,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-03-10,1.6,1.48,0,5
EV000313,SA02020,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-02-05,1.6,1.48,0,3
EV000314,SA02021,Bang Khen,A003,Offer smart meter education,Customer Service,2025-04-18,4.8,1.5,0,
EV000315,SA02021,Bang Khen,A005,Billing explanation callback,Billing Service,2025-03-03,4.8,1.5,1,
EV000316,SA02022,Bang Khen,A005,Billing explanation callback,Billing Service,2025-01-01,3.8,1.78,0,
EV000317,SA02022,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-01-07,3.8,1.78,0,
EV000318,SA02022,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-01-31,3.8,1.78,0,
EV000319,SA02022,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-04-09,3.8,1.78,0,
EV000320,SA02023,Bang Khen,A001,Send peak alert,Demand Response,2025-02-01,0.2,1.14,0,
EV000321,SA02023,Bang Khen,A001,Send peak alert,Demand Response,2025-03-08,0.2,1.14,0,
EV000322,SA02024,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-02-09,4.5,1.39,0,
EV000323,SA02024,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-01-22,4.5,1.39,0,
EV000324,SA02024,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-05-18,4.5,1.39,0,3
EV000325,SA02025,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-03-14,2.6,1.33,0,
EV000326,SA02025,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-02-06,2.6,1.33,0,
EV000327,SA02025,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-04-20,2.6,1.33,0,
EV000328,SA02025,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-05-14,2.6,1.33,0,
EV000329,SA02025,Bang Khen,A005,Billing explanation callback,Billing Service,2025-04-05,2.6,1.33,0,5
EV000330,SA02026,Bang Khen,A001,Send peak alert,Demand Response,2025-02-04,2.6,1.81,0,5
EV000331,SA02027,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-02-26,3,1.83,0,
EV000332,SA02027,Bang Khen,A005,Billing explanation callback,Billing Service,2025-05-23,3,1.83,0,
EV000333,SA02027,Bang Khen,A001,Send peak alert,Demand Response,2025-02-22,3,1.83,0,
EV000334,SA02028,Bang Khen,A003,Offer smart meter education,Customer Service,2025-02-14,2.4,1.68,0,
EV000335,SA02029,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-05-20,3.5,1.36,0,
EV000336,SA02029,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-05-13,3.5,1.36,0,
EV000337,SA02029,Bang Khen,A005,Billing explanation callback,Billing Service,2025-05-07,3.5,1.36,0,
EV000338,SA02029,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-03-30,3.5,1.36,1,
EV000339,SA02030,Bang Khen,A001,Send peak alert,Demand Response,2025-04-14,4.6,1.9,0,
EV000340,SA02030,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-05-14,4.6,1.9,1,
EV000341,SA02030,Bang Khen,A005,Billing explanation callback,Billing Service,2025-02-08,4.6,1.9,1,
EV000342,SA02030,Bang Khen,A005,Billing explanation callback,Billing Service,2025-05-04,4.6,1.9,0,
EV000343,SA02031,Bang Khen,A001,Send peak alert,Demand Response,2025-02-04,4.2,1.23,0,
EV000344,SA02031,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-01-25,4.2,1.23,1,
EV000345,SA02031,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-04-01,4.2,1.23,0,
EV000346,SA02031,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-03-10,4.2,1.23,0,
EV000347,SA02032,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-05-20,4.3,1.45,0,
EV000348,SA02032,Bang Khen,A005,Billing explanation callback,Billing Service,2025-03-23,4.3,1.45,0,
EV000349,SA02032,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-02-09,4.3,1.45,0,5
EV000350,SA02032,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-04-11,4.3,1.45,0,5
EV000351,SA02032,Bang Khen,A003,Offer smart meter education,Customer Service,2025-05-29,4.3,1.45,0,3
EV000352,SA02032,Bang Khen,A003,Offer smart meter education,Customer Service,2025-03-10,4.3,1.45,0,
EV000353,SA02033,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-04-04,3.7,2.05,0,
EV000354,SA02033,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-04-12,3.7,2.05,0,
EV000355,SA02033,Bang Khen,A003,Offer smart meter education,Customer Service,2025-01-11,3.7,2.05,0,
EV000356,SA02033,Bang Khen,A005,Billing explanation callback,Billing Service,2025-01-25,3.7,2.05,1,4
EV000357,SA02033,Bang Khen,A005,Billing explanation callback,Billing Service,2025-01-21,3.7,2.05,0,
EV000358,SA02034,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-02-18,4.4,1.05,0,
EV000359,SA02034,Bang Khen,A005,Billing explanation callback,Billing Service,2025-02-14,4.4,1.05,0,
EV000360,SA02035,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-05-22,5.8,1.56,0,
EV000361,SA02036,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-05-01,3.2,1.48,0,4
EV000362,SA02036,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-03-11,3.2,1.48,0,4
EV000363,SA02036,Bang Khen,A001,Send peak alert,Demand Response,2025-04-21,3.2,1.48,0,
EV000364,SA02036,Bang Khen,A001,Send peak alert,Demand Response,2025-01-13,3.2,1.48,1,
EV000365,SA02036,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-02-24,3.2,1.48,0,
EV000366,SA02037,Bang Khen,A003,Offer smart meter education,Customer Service,2025-05-16,2.4,1.77,0,
EV000367,SA02037,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-04-02,2.4,1.77,1,
EV000368,SA02037,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-06-09,2.4,1.77,1,
EV000369,SA02037,Bang Khen,A005,Billing explanation callback,Billing Service,2025-01-31,2.4,1.77,0,
EV000370,SA02037,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-02-15,2.4,1.77,0,
EV000371,SA02037,Bang Khen,A005,Billing explanation callback,Billing Service,2025-01-08,2.4,1.77,0,
EV000372,SA02038,Bang Khen,A005,Billing explanation callback,Billing Service,2025-01-13,1.9,1.41,0,
EV000373,SA02038,Bang Khen,A003,Offer smart meter education,Customer Service,2025-05-31,1.9,1.41,0,
EV000374,SA02038,Bang Khen,A001,Send peak alert,Demand Response,2025-02-03,1.9,1.41,0,
EV000375,SA02038,Bang Khen,A005,Billing explanation callback,Billing Service,2025-02-23,1.9,1.41,0,4
EV000376,SA02039,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-05-13,3.7,1.66,0,
EV000377,SA02039,Bang Khen,A005,Billing explanation callback,Billing Service,2025-04-20,3.7,1.66,0,
EV000378,SA02039,Bang Khen,A003,Offer smart meter education,Customer Service,2025-02-16,3.7,1.66,0,
EV000379,SA02040,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-01-16,2.3,1.44,1,
EV000380,SA02040,Bang Khen,A005,Billing explanation callback,Billing Service,2025-01-14,2.3,1.44,0,4
EV000381,SA02040,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-04-29,2.3,1.44,0,
EV000382,SA02040,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-03-11,2.3,1.44,1,4
EV000383,SA02041,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-01-02,1.8,1.38,1,
EV000384,SA02041,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-04-11,1.8,1.38,0,
EV000385,SA02041,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-05-01,1.8,1.38,0,
EV000386,SA02041,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-04-25,1.8,1.38,1,
EV000387,SA02041,Bang Khen,A001,Send peak alert,Demand Response,2025-01-07,1.8,1.38,0,
EV000388,SA02041,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-01-10,1.8,1.38,0,
EV000389,SA02041,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-01-07,1.8,1.38,0,4
EV000390,SA02042,Bang Khen,A005,Billing explanation callback,Billing Service,2025-05-04,4.9,1.44,0,
EV000391,SA02042,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-05-23,4.9,1.44,1,4
EV000392,SA02043,Bang Khen,A001,Send peak alert,Demand Response,2025-02-04,1.2,1.5,0,
EV000393,SA02044,Bang Khen,A003,Offer smart meter education,Customer Service,2025-04-15,0.8,1.44,0,
EV000394,SA02044,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-04-23,0.8,1.44,0,
EV000395,SA02045,Bang Khen,A003,Offer smart meter education,Customer Service,2025-04-18,0.8,1.05,0,4
EV000396,SA02045,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-05-12,0.8,1.05,0,
EV000397,SA02046,Bang Khen,A001,Send peak alert,Demand Response,2025-01-16,2.7,2.06,0,
EV000398,SA02046,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-06-01,2.7,2.06,0,
EV000399,SA02046,Bang Khen,A005,Billing explanation callback,Billing Service,2025-05-16,2.7,2.06,0,
EV000400,SA02047,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-03-24,3,1.46,1,
EV000401,SA02047,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-04-04,3,1.46,0,4
EV000402,SA02047,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-01-13,3,1.46,1,
EV000403,SA02048,Bang Khen,A005,Billing explanation callback,Billing Service,2025-01-24,0.2,1.32,0,
EV000404,SA02048,Bang Khen,A001,Send peak alert,Demand Response,2025-03-28,0.2,1.32,1,
EV000405,SA02048,Bang Khen,A005,Billing explanation callback,Billing Service,2025-02-28,0.2,1.32,0,
EV000406,SA02048,Bang Khen,A001,Send peak alert,Demand Response,2025-03-16,0.2,1.32,0,
EV000407,SA02049,Bang Khen,A005,Billing explanation callback,Billing Service,2025-06-07,3.9,1.43,0,
EV000408,SA02049,Bang Khen,A001,Send peak alert,Demand Response,2025-03-17,3.9,1.43,1,
EV000409,SA02050,Bang Khen,A003,Offer smart meter education,Customer Service,2025-05-13,3.6,1.79,0,
EV000410,SA02051,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-01-19,4.7,1.26,0,
EV000411,SA02051,Bang Khen,A003,Offer smart meter education,Customer Service,2025-05-29,4.7,1.26,0,
EV000412,SA02051,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-03-10,4.7,1.26,0,
EV000413,SA02051,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-03-21,4.7,1.26,0,
EV000414,SA02051,Bang Khen,A003,Offer smart meter education,Customer Service,2025-03-19,4.7,1.26,0,
EV000415,SA02051,Bang Khen,A005,Billing explanation callback,Billing Service,2025-02-10,4.7,1.26,0,5
EV000416,SA02051,Bang Khen,A005,Billing explanation callback,Billing Service,2025-06-01,4.7,1.26,1,5
EV000417,SA02052,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-06-06,4.4,1.8,0,3
EV000418,SA02052,Bang Khen,A005,Billing explanation callback,Billing Service,2025-01-12,4.4,1.8,0,5
EV000419,SA02052,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-01-09,4.4,1.8,0,4
EV000420,SA02052,Bang Khen,A003,Offer smart meter education,Customer Service,2025-04-06,4.4,1.8,0,
EV000421,SA02053,Bang Khen,A005,Billing explanation callback,Billing Service,2025-04-12,3.4,1.85,0,
EV000422,SA02054,Bang Khen,A005,Billing explanation callback,Billing Service,2025-01-16,3.2,1.71,0,
EV000423,SA02054,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-02-02,3.2,1.71,0,4
EV000424,SA02054,Bang Khen,A003,Offer smart meter education,Customer Service,2025-01-03,3.2,1.71,1,
EV000425,SA02054,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-05-20,3.2,1.71,0,
EV000426,SA02055,Bang Khen,A001,Send peak alert,Demand Response,2025-06-06,3.9,1.54,0,
EV000427,SA02055,Bang Khen,A001,Send peak alert,Demand Response,2025-01-10,3.9,1.54,1,
EV000428,SA02055,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-01-22,3.9,1.54,0,
EV000429,SA02055,Bang Khen,A001,Send peak alert,Demand Response,2025-01-04,3.9,1.54,0,4
EV000430,SA02056,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-01-02,3.4,1.98,1,4
EV000431,SA02057,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-03-20,0.2,1.3,0,4
EV000432,SA02057,Bang Khen,A001,Send peak alert,Demand Response,2025-03-14,0.2,1.3,0,
EV000433,SA02057,Bang Khen,A003,Offer smart meter education,Customer Service,2025-05-14,0.2,1.3,0,
EV000434,SA02057,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-03-04,0.2,1.3,1,
EV000435,SA02057,Bang Khen,A005,Billing explanation callback,Billing Service,2025-02-01,0.2,1.3,0,
EV000436,SA02057,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-02-22,0.2,1.3,1,
EV000437,SA02057,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-05-09,0.2,1.3,0,
EV000438,SA02058,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-04-20,2.2,1.37,0,
EV000439,SA02058,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-04-24,2.2,1.37,0,
EV000440,SA02058,Bang Khen,A005,Billing explanation callback,Billing Service,2025-02-05,2.2,1.37,0,4
EV000441,SA02059,Bang Khen,A003,Offer smart meter education,Customer Service,2025-05-20,2.9,1.51,0,
EV000442,SA02059,Bang Khen,A001,Send peak alert,Demand Response,2025-05-07,2.9,1.51,0,
EV000443,SA02059,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-04-05,2.9,1.51,0,4
EV000444,SA02060,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-01-27,1.3,1.93,0,4
EV000445,SA02060,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-06-08,1.3,1.93,0,
EV000446,SA02061,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-01-23,3.9,1.44,0,
EV000447,SA02061,Bang Khen,A003,Offer smart meter education,Customer Service,2025-02-13,3.9,1.44,0,
EV000448,SA02061,Bang Khen,A003,Offer smart meter education,Customer Service,2025-01-07,3.9,1.44,0,
EV000449,SA02062,Bang Khen,A001,Send peak alert,Demand Response,2025-02-02,0.2,1.5,1,
EV000450,SA02062,Bang Khen,A003,Offer smart meter education,Customer Service,2025-03-19,0.2,1.5,0,5
EV000451,SA02062,Bang Khen,A005,Billing explanation callback,Billing Service,2025-01-09,0.2,1.5,0,
EV000452,SA02063,Bang Khen,A005,Billing explanation callback,Billing Service,2025-03-19,2.5,1.62,0,
EV000453,SA02064,Bang Khen,A001,Send peak alert,Demand Response,2025-02-03,3.5,1.33,0,
EV000454,SA02064,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-05-08,3.5,1.33,0,
EV000455,SA02064,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-03-20,3.5,1.33,0,
EV000456,SA02064,Bang Khen,A005,Billing explanation callback,Billing Service,2025-02-01,3.5,1.33,0,
EV000457,SA02064,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-04-16,3.5,1.33,0,
EV000458,SA02064,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-03-07,3.5,1.33,0,4
EV000459,SA02065,Bang Khen,A003,Offer smart meter education,Customer Service,2025-04-14,5.4,1.64,1,
EV000460,SA02065,Bang Khen,A003,Offer smart meter education,Customer Service,2025-02-12,5.4,1.64,0,
EV000461,SA02065,Bang Khen,A001,Send peak alert,Demand Response,2025-05-29,5.4,1.64,0,
EV000462,SA02065,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-03-14,5.4,1.64,1,
EV000463,SA02065,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-01-02,5.4,1.64,1,4
EV000464,SA02065,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-03-26,5.4,1.64,0,
EV000465,SA02066,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-03-19,2.7,1.46,0,
EV000466,SA02066,Bang Khen,A005,Billing explanation callback,Billing Service,2025-04-24,2.7,1.46,0,
EV000467,SA02066,Bang Khen,A005,Billing explanation callback,Billing Service,2025-01-30,2.7,1.46,0,
EV000468,SA02067,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-01-19,2.1,1.64,0,
EV000469,SA02067,Bang Khen,A003,Offer smart meter education,Customer Service,2025-01-12,2.1,1.64,0,4
EV000470,SA02067,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-04-18,2.1,1.64,0,
EV000471,SA02068,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-01-18,1.7,1.26,0,
EV000472,SA02068,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-03-12,1.7,1.26,0,
EV000473,SA02069,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-05-12,4.4,1.56,0,
EV000474,SA02069,Bang Khen,A002,Schedule preventive inspection,Asset Maintenance,2025-05-04,4.4,1.56,0,
EV000475,SA02069,Bang Khen,A001,Send peak alert,Demand Response,2025-05-06,4.4,1.56,0,
EV000476,SA02069,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-05-02,4.4,1.56,0,
EV000477,SA02069,Bang Khen,A003,Offer smart meter education,Customer Service,2025-02-23,4.4,1.56,0,4
EV000478,SA02070,Bang Khen,A001,Send peak alert,Demand Response,2025-04-01,3.2,1.46,0,
EV000479,SA02070,Bang Khen,A004,Dispatch voltage quality check,Power Quality,2025-05-08,3.2,1.46,0,
EV000480,SA02070,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-01-31,3.2,1.46,1,
EV000481,SA02070,Bang Khen,A006,Energy efficiency advisory,Efficiency Program,2025-01-28,3.2,1.46,0,
EV000482,SA03001,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-04-26,4.4,1.3,1,
EV000483,SA03001,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-01-23,4.4,1.3,1,2
EV000484,SA03001,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-04-27,4.4,1.3,1,
EV000485,SA03001,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-05-08,4.4,1.3,0,4
EV000486,SA03002,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-03-14,0.6,1.33,0,
EV000487,SA03002,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-02-26,0.6,1.33,1,5
EV000488,SA03003,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-02-06,1.7,1.3,0,
EV000489,SA03003,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-01-24,1.7,1.3,0,
EV000490,SA03003,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-03-21,1.7,1.3,0,
EV000491,SA03003,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-04-22,1.7,1.3,0,
EV000492,SA03003,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-02-25,1.7,1.3,0,
EV000493,SA03004,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-06-05,1.5,1.81,0,3
EV000494,SA03004,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-04-18,1.5,1.81,1,3
EV000495,SA03004,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-05-15,1.5,1.81,0,
EV000496,SA03004,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-05-27,1.5,1.81,0,
EV000497,SA03004,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-03-31,1.5,1.81,0,
EV000498,SA03005,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-04-02,0.4,1.63,0,5
